"","ID","Overall.Rating","Program.Expenses","Administrative.Expenses","Fundraising.Expenses","Fundraising.Efficiency","Working.Capital.Ratio..years.","Program.Expenses.Growth","Liabilities.to.Assets","Independent.Voting.Board.Members","No.Material.diversion.of.assets","Audited.financials.prepared.by.independent.accountant","Does.Not.Provide.Loan.s..to.or.Receive.Loan.s..From.related.parties","Documents.Board.Meeting.Minutes","Provided.copy.of.Form.990.to.organization.s.governing.body.in.advance.of.filing","Conflict.of.Interest.Policy","Whistleblower.Policy","Records.Retention.and.Destruction.Policy","CEO.listed.with.salary","Process.for.determining.CEO.compensation","Board.Listed...Board.Members.Not.Compensated","Donor.Privacy.Policy","Board.Members.Listed","Audited.Financials","Form.990","Key.staff.listed","reg_prediction","reg_error"
"1841",2050,90.97,0.818,0.065,0.116,0.1,1.38,0.094,0.043,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,88.9797998054065,1.99020019459346
"1842",2051,90.78,0.841,0.103,0.055,0.11,0.73,0.083,0.065,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,89.8912034998668,0.888796500133168
"1843",2052,96.09,0.832,0.107,0.059,0.08,0.69,0.166,0.127,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.2493885353977,1.8406114646023
"1844",2053,89.49,0.763,0.084,0.151,0.09,2.48,0.098,0.166,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,86.0875134386711,3.40248656132891
"1845",2054,92.26,0.844,0.131,0.023,0.02,1.48,-0.132,0.024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,91.6363542044662,0.623645795533847
"1846",2055,85.44,0.681,0.186,0.131,0.08,2.89,0.049,0.052,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,84.459407243289,0.980592756710948
"1847",2056,81.07,0.71,0.126,0.163,0.24,7.4,0.018,0.014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,82.5517629896342,-1.48176298963425
"1848",2057,93.09,0.701,0.107,0.191,0.22,1.45,0.068,0.227,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,83.8774862356497,9.21251376435031
"1849",2058,87.57,0.904,0.062,0.032,0.05,0.57,0.018,0.235,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,91.3834788945056,-3.81347889450565
"1850",2059,91.66,0.807,0.156,0.036,0.05,4.5,0.122,0.187,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,89.8934560667299,1.76654393327013
"1851",2060,91.31,0.847,0.046,0.105,0.1,0.89,0.202,0.304,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,89.895609086529,1.41439091347101
"1852",2061,89.01,0.765,0.121,0.113,0.11,1.14,0.044,0.067,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.1615771188096,-1.15157711880956
"1853",2062,87.97,0.929,0.034,0.035,0.03,0.08,0.182,0.885,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,87.9712547950229,-0.00125479502291626
"1854",2063,77.79,0.927,0.041,0.03,0.09,0.17,-0.098,0.867,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,78.1818710357985,-0.391871035798502
"1855",2065,90.43,0.854,0.106,0.038,0.03,0.96,0.169,0.004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,94.2107173195189,-3.78071731951891
"1856",2066,91.69,0.935,0.035,0.028,0.02,0.2,0.08,0.08,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95.2199339818618,-3.52993398186176
"1857",2067,92.29,0.883,0.062,0.053,0.05,0.63,0.141,0.02,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,96.8471127415266,-4.55711274152659
"1858",2068,94.81,0.857,0.094,0.048,0.05,1.62,0.029,0.048,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,93.4557058605795,1.35429413942047
"1859",2069,94.72,0.845,0.074,0.079,0.07,0.6,0.054,0.068,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,92.4104377933346,2.30956220666545
"1860",2070,100,0.903,0.047,0.049,0.05,2.19,0.156,0.012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,98.1282567702886,1.87174322971136
"1861",2071,75.05,0.803,0.168,0.028,0.03,0.39,-0.226,0.258,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,77.3102951125856,-2.26029511258562
"1862",2072,84.85,0.649,0.201,0.148,0.17,2.1,0.068,0.012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,86.6837328717897,-1.83373287178968
"1863",2073,85.95,0.794,0.096,0.108,0.19,0.13,0.075,0.447,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,85.6981785423514,0.251821457648603
"1864",2074,96.56,0.804,0.118,0.076,0.09,0.78,0.094,0.085,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,91.4564072923384,5.10359270766158
"1865",2075,84.76,0.815,0.08,0.103,0.1,0.28,0.035,0.263,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89.6657645663259,-4.90576456632594
"1866",2076,78.78,0.9,0.057,0.042,0.04,1.12,0.27,0.042,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,79.4226395762836,-0.642639576283599
"1867",2077,89.72,0.748,0.173,0.077,0.05,2.57,0.058,0.169,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,86.5687818270926,3.15121817290738
"1868",2078,90.56,0.822,0.16,0.017,0.02,1.15,-0.004,0.102,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,92.0296899129953,-1.46968991299531
"1869",2079,79.54,0.748,0.097,0.153,0.16,0.15,0.066,0.696,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,79.8030366619774,-0.263036661977353
"1870",2080,91.13,0.802,0.112,0.084,0.11,4.06,0.088,0.155,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,88.2276955288163,2.90230447118374
"1871",2082,87.37,0.838,0.051,0.109,0.13,0.96,-0.037,0.238,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89.348952086744,-1.97895208674404
"1872",2083,90.91,0.917,0.045,0.037,0.03,0.18,0.112,0.558,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,91.4693969198922,-0.559396919892194
"1873",2084,72.14,0.78,0.068,0.151,0.15,0.04,-0.07,0.607,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,73.7164128130814,-1.57641281308139
"1874",2085,92.22,0.898,0.059,0.041,0.04,2.08,0.121,0.123,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,92.753206031934,-0.533206031933986
"1875",2086,80.14,0.807,0.091,0.101,0.3,0.44,-0.035,0.031,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,82.657993787661,-2.51799378766103
"1876",2087,86.52,0.813,0.103,0.083,0.09,0.4,-0.005,0.017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,88.024881075887,-1.50488107588704
"1877",2089,81.67,0.602,0.179,0.217,0.1,7.82,0.05,0.018,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,82.1207626867745,-0.450762686774482
"1878",2090,91.45,0.88,0.079,0.04,0.02,3.22,0.381,0.286,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,94.7460147284405,-3.2960147284405
"1879",2091,77.02,0.705,0.228,0.066,0.08,3.38,0.052,0.116,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,74.4319000497914,2.58809995020863
"1880",2092,89.01,0.801,0.13,0.068,0.07,1.41,0.063,0.058,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,86.8344225685223,2.17557743147772
"1881",2093,100,0.855,0.122,0.022,0.02,2.58,0.251,0.031,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,98.5938632761768,1.40613672382324
"1882",2094,78.31,0.719,0.164,0.115,0.12,1.04,0.122,0.322,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,77.1293744184387,1.1806255815613
"1883",2095,88.21,0.776,0.148,0.074,0.08,0.65,-0.022,0.039,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,87.8297081548438,0.380291845156208
"1884",2096,88.76,0.866,0.106,0.027,0.05,0.47,0.1,0.091,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,89.3991207925124,-0.639120792512387
"1885",2097,86.93,0.874,0.09,0.035,0.03,0.25,0.03,0.698,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,88.7216962327569,-1.79169623275691
"1886",2098,94.19,0.772,0.153,0.073,0.04,3.77,0.066,0.018,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.5476011572652,3.64239884273476
"1887",2099,88.74,0.722,0.147,0.13,0.11,8.78,0.078,0.206,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89.3968390908138,-0.656839090813804
"1888",2100,91.03,0.948,0.024,0.027,0.02,0.46,0.067,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,93.4838144572608,-2.45381445726078
"1889",2101,80.07,0.815,0.088,0.095,0.14,0.03,-0.015,0.92,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,78.3431017606945,1.72689823930548
"1890",2102,92.37,0.738,0.124,0.137,0.12,1.33,0.123,0.037,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,87.581503396348,4.78849660365199
"1891",2103,85.24,0.691,0.145,0.162,0.11,11.57,0.004,0.007,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,86.7422039920335,-1.50220399203349
"1892",2104,89.17,0.777,0.098,0.123,0.29,8.22,0.043,0.008,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.6711552029359,-1.50115520293591
"1893",2105,90.31,0.821,0.104,0.074,0.15,6.57,0.032,0.027,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,89.5383567466492,0.771643253350845
"1894",2107,85.22,0.713,0.131,0.155,0.36,0.99,0.081,0.513,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,77.5011813130941,7.71881868690592
"1895",2108,89.48,0.863,0.085,0.05,0.03,1.99,-0.085,0.027,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,89.6905074085097,-0.210507408509699
"1896",2109,94.58,0.818,0.13,0.05,0.05,1.59,0.034,0.011,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,92.683728662782,1.89627133721798
"1897",2110,87.85,0.765,0.141,0.093,0.2,10.01,0.032,0.027,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,87.8358433150025,0.0141566849974595
"1898",2111,95.85,0.849,0.023,0.126,0.11,1.71,0.12,0.077,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,92.5727756573735,3.27722434262645
"1899",2112,88.91,0.739,0.101,0.159,0.14,1.74,0.145,0.071,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89.9701519863189,-1.06015198631893
"1900",2113,93.89,0.768,0.107,0.124,0.14,4.99,0.067,0.056,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91.0619754530688,2.82802454693116
"1901",2114,87.2,0.917,0.054,0.028,0.02,1.24,0.061,0.045,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,87.1629313172419,0.0370686827581039
"1902",2115,95.05,0.857,0.074,0.068,0.06,1.15,0.152,0.091,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,92.5391499157929,2.51085008420709
"1903",2116,93.62,0.797,0.045,0.157,0.14,3.49,0.125,0.045,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,92.0886878717325,1.53131212826754
"1904",2117,95.85,0.855,0.052,0.091,0.09,6.3,0.021,0.006,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.7480623414645,1.10193765853552
"1905",2119,95.88,0.831,0.101,0.066,0.06,2.2,0.052,0.15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,92.812176111648,3.067823888352
"1906",2120,94.33,0.835,0.074,0.089,0.08,1.38,0.249,0.024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,92.1387056608466,2.19129433915342
"1907",2121,91.21,0.735,0.164,0.099,0.1,1.65,0.045,0.081,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,88.5035088862937,2.70649111370631
"1908",2122,93.98,0.872,0.09,0.036,0.03,0.48,0.094,0.158,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,93.8645204976753,0.115479502324689
"1909",2123,87.29,0.787,0.071,0.14,0.13,0.69,-0.002,0.05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,87.2481603543906,0.0418396456093575
"1910",2124,95.76,0.837,0.142,0.02,0.03,0.86,0.059,0.079,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.4268186110527,1.33318138894727
"1911",2125,84.82,0.962,0.023,0.014,0.32,0.1,0.076,0.325,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,88.3731744065334,-3.55317440653337
"1912",2126,91.86,0.819,0.075,0.104,0.08,1.32,0.152,0.052,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,90.0918339187738,1.7681660812262
"1913",2127,86.71,0.733,0.197,0.069,0.09,2.7,-0.023,0.109,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,87.942483680756,-1.23248368075603
"1914",2128,83.09,0.696,0.207,0.096,0.12,1.31,0.012,0.052,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,84.1245083432051,-1.03450834320513
"1915",2129,91.49,0.819,0.046,0.133,0.08,3.84,0.018,0.008,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,89.8725647759557,1.61743522404431
"1916",2130,84.87,0.798,0.1,0.101,0.25,5.57,0.041,0.375,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,83.9776353483603,0.892364651639681
"1917",2131,87.95,0.77,0.081,0.147,0.27,1.76,0.073,0.153,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,84.120197076002,3.82980292399802
"1918",2132,83.77,0.743,0.119,0.137,0.13,1.16,-0.012,0.013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,84.8891400617254,-1.11914006172542
"1919",2133,88.18,0.777,0.097,0.125,0.16,3.86,0.161,0.13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,85.4967965978392,2.68320340216084
"1920",2134,76.22,0.689,0.141,0.168,0.26,3.8,-0.027,0.429,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,77.8184784751318,-1.59847847513177
"1921",2136,88.51,0.76,0.189,0.05,0.07,6.32,0.031,0.008,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,88.9514417581475,-0.441441758147533
"1922",2137,92.92,0.907,0.027,0.065,0.06,0.23,0.143,0.178,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95.697182847591,-2.77718284759095
"1923",2138,90.07,0.729,0.076,0.193,0.17,2.09,0.183,0.176,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,87.4545279097002,2.61547209029979
"1924",2139,96.43,0.801,0.138,0.06,0.05,5.78,0.063,0.039,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,93.0722700036119,3.35772999638806
"1925",2140,81.93,0.743,0.086,0.17,0.18,0.63,-0.082,0.031,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,82.6596288905047,-0.729628890504742
"1926",2141,91.38,0.869,0.049,0.08,0.09,0.9,0.068,0.403,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.92811642938,0.451883570619984
"1927",2142,67.37,0.339,0.029,0.631,1.06,0.16,0.219,0.383,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,48.7600027332981,18.6099972667019
"1928",2143,93.15,0.821,0.07,0.108,0.07,3.16,0.035,0.02,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,92.0466419250134,1.10335807498662
"1929",2144,92.03,0.806,0.086,0.106,0.11,0.78,0.179,0.238,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91.6417729071413,0.388227092858685
"1930",2145,92.38,0.865,0.066,0.067,0.08,1.31,-0.022,0.018,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,92.6440267728894,-0.264026772889409
"1931",2146,94.79,0.809,0.146,0.044,0.05,1.06,0.119,0.207,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,91.6596861506882,3.13031384931179
"1932",2148,82.97,0.86,0.035,0.104,0.16,1.16,0.015,0.104,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,83.1693530900588,-0.199353090058807
"1933",2149,77.92,0.808,0.165,0.026,0.02,1.86,0.311,0.026,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,82.1307684227078,-4.21076842270777
"1934",2150,73.71,0.607,0.201,0.19,0.34,2.13,-0.067,0.027,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,71.1781257601098,2.53187423989024
"1935",2151,86.04,0.802,0.102,0.094,0.11,0.71,-0.152,0.072,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,84.7944201232451,1.2455798767549
"1936",2152,87.7,0.824,0.033,0.141,0.17,0.46,0.058,0.225,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,85.627457717688,2.07254228231196
